ExpUnit,Trt,Variety,BRAND,MG,HERB_Trait,SEED_TREATMENT,Herbicide,Rep,Entry,Run ,Subsample,Rating,Illevo_Inj
1336,15,AG11X8,Asgrow,1.1,RR2X,Acceleron F/I,sulf,1,1336,2,3,8,
1337,16,AG14X8,Asgrow,1.4,RR2X,Acceleron F/I,sulf,1,1337,2,3,8,
1338,17,AG18X9,Asgrow,1.8,RR2X,Acceleron F/I,sulf,1,1338,2,3,8,
1339,18,AG19X8,Asgrow,1.9,RR2X,Acceleron F/I,sulf,1,1339,2,3,8,
1344,24,BG7110R2Y,BioGene,1.1,RR2Y,Arma,sulf,1,1344,2,3,8,
1357,37,DSR-0711/R2Y,Dairyland,0.7,RR2Y,"CruiserMaxx, Optimize",sulf,1,1357,2,3,8,
1360,40,DSR-1120/R2Y,Dairyland,1.1,RR2Y,"CruiserMaxx, Optimize",sulf,1,1360,2,3,8,
1363,43,DSR-1526/R2Y,Dairyland,1.5,RR2Y,"CruiserMaxx, Optimize",sulf,1,1363,2,3,8,
1370,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",sulf,1,1370,2,3,8,
1371,51,S14XT98,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,1,1371,2,3,8,
1375,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",sulf,1,1375,2,3,8,
1377,57,S23XT78,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,1,1377,2,3,8,
1381,61,F0990N R2X,Federal Hybrids,0.9,RR2X,Maximum ArmourGuard,sulf,1,1381,2,3,8,
1384,64,F154N RR2Y,Federal Hybrids,1.5,RR2Y,Maximum ArmourGuard,sulf,1,1384,2,3,8,
1388,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",sulf,1,1388,2,3,8,
1396,76,GH1915X Brand,Golden Harvest,1.9,RR2X,"Clariva Complete, Mertect",sulf,1,1396,2,3,8,
1397,77,GH2041X Brand,Golden Harvest,2,RR2X,"Clariva Complete, Mertect",sulf,1,1397,2,3,8,
1408,88,1173R2X,Jung,1.7,RR2X,Acceleron F/I,sulf,1,1408,2,3,8,
1410,90,1203R2X,Jung,2,RR2X,Acceleron F/I,sulf,1,1410,2,3,8,
1415,95,LS-0738N RR2X,Legacy Seeds,0.7,RR2X,"L-Coat Total, Excalibre",sulf,1,1415,2,3,8,
1423,103,LS 0380HP,Legend Seeds,0.3,CN,"YP Pro, Preside, Quickroots",sulf,1,1423,2,3,8,
1424,104,LS 0702HP,Legend Seeds,0.7,CN,"YP Pro, Preside, Quickroots",sulf,1,1424,2,3,8,
1425,105,LS 0990HP,Legend Seeds,0.9,CN,None,sulf,1,1425,2,3,8,
1426,106,LS 1172LLN,Legend Seeds,1.1,LL,"YP Pro, Preside, Quickroots",sulf,1,1426,2,3,8,
1430,110,LS 14X862N,Legend Seeds,1.4,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1430,2,3,8,
1432,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",sulf,1,1432,2,3,8,
1435,115,LS 17C930N,Legend Seeds,1.7,CN,None,sulf,1,1435,2,3,8,
1443,123,LS 24X842N,Legend Seeds,2.4,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1443,2,3,8,
1445,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",sulf,1,1445,2,3,8,
1446,126,LS 27R524N,Legend Seeds,2.7,RR2Y,"YP Pro, Preside, Quickroots",sulf,1,1446,2,3,8,
1461,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1461,2,3,8,
1466,146,8087R2Y,Munson,0.8,RR2Y,Intego Suite,sulf,1,1466,2,3,8,
1468,148,8146R2Y,Munson,1.4,RR2Y,Intego Suite,sulf,1,1468,2,3,8,
1476,156,S09-R8X Brand,NK ,0.9,RR2X,"Clariva Complete, Mertect",sulf,1,1476,2,3,8,
1488,168,7144,NuTech,1.4,GT,SmartCote Supreme,sulf,1,1488,2,3,8,
1498,178,ER18090,ProHarvest ,0.9,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1498,2,3,8,
1499,179,1171R2Y,ProHarvest ,1.1,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1499,2,3,8,
1508,189,RS089NX,Renk,0.8,RR2X,CruiserMaxx,sulf,1,1508,2,3,8,
1509,190,RS096NR2,Renk,0.9,RR2Y,CruiserMaxx,sulf,1,1509,2,3,8,
1513,194,RS188NX,Renk,1.8,RR2X,CruiserMaxx,sulf,1,1513,2,3,8,
1514,195,RS207NX,Renk,2,RR2X,CruiserMaxx,sulf,1,1514,2,3,8,
1517,198,RS241R2,Renk,2.4,RR2Y,CruiserMaxx,sulf,1,1517,2,3,8,
1519,200,RS269NX,Renk,2.6,RR2X,CruiserMaxx,sulf,1,1519,2,3,8,
1535,217,O.1202N,Viking,1.2,CN,None,sulf,1,1535,2,3,8,
1540,222,O.2518N,Viking,2.5,CN,None,sulf,1,1540,2,3,8,
1542,224,SVX 18T05,PROSeeds,0.7,CN,CruiserMaxx,sulf,1,1542,2,3,8,
1543,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,1,1543,2,3,8,
1551,6,G2250RX,AgriGold ,2.2,RR2X,"AgriSheild F/I, ILeVO",sulf,2,1551,2,3,8,
1556,14,AG08X8,Asgrow,0.8,RR2X,Acceleron F/I,sulf,2,1556,2,3,8,
1558,16,AG14X8,Asgrow,1.4,RR2X,Acceleron F/I,sulf,2,1558,2,3,8,
1560,18,AG19X8,Asgrow,1.9,RR2X,Acceleron F/I,sulf,2,1560,2,3,8,
1567,26,BG7151R2Y,BioGene,1.5,RR2Y,Arma,sulf,2,1567,2,3,8,
1581,40,DSR-1120/R2Y,Dairyland,1.1,RR2Y,"CruiserMaxx, Optimize",sulf,2,1581,2,3,8,
1583,42,DSR-1475/R2Y,Dairyland,1.4,RR2Y,"CruiserMaxx, Optimize",sulf,2,1583,2,3,8,
1584,43,DSR-1526/R2Y,Dairyland,1.5,RR2Y,"CruiserMaxx, Optimize",sulf,2,1584,2,3,8,
1586,45,DSR-1870/R2Y,Dairyland,1.8,RR2Y,"CruiserMaxx, Optimize",sulf,2,1586,2,3,8,
1587,46,DSR-1950/R2Y,Dairyland,1.9,RR2Y,"CruiserMaxx, Optimize",sulf,2,1587,2,3,8,
1591,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",sulf,2,1591,2,3,8,
1592,51,S14XT98,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,2,1592,2,3,8,
1594,53,SX18716XT,Dyna-Gro,1.6,RR2X,"Equity VIP, Clariva",sulf,2,1594,2,3,8,
1596,55,S18XT38,Dyna-Gro,1.8,RR2X,"Equity VIP, Clariva",sulf,2,1596,2,3,8,
1608,67,HS 18X70,FS HiSOY,1.8,RR2X,"Acceleron, Cue, IleVO",sulf,2,1608,2,3,8,
1616,75,GH1619X Brand,Golden Harvest,1.6,RR2X,"Clariva Complete, Mertect",sulf,2,1616,2,3,8,
1618,77,GH2041X Brand,Golden Harvest,2,RR2X,"Clariva Complete, Mertect",sulf,2,1618,2,3,8,
1620,79,GH2537X Brand,Golden Harvest,2.5,RR2X,"Clariva Complete, Mertect",sulf,2,1620,2,3,8,
1628,87,1154R2X,Jung,1.5,RR2X,Acceleron F/I,sulf,2,1628,2,3,8,
1631,90,1203R2X,Jung,2,RR2X,Acceleron F/I,sulf,2,1631,2,3,8,
1636,95,LS-0738N RR2X,Legacy Seeds,0.7,RR2X,"L-Coat Total, Excalibre",sulf,2,1636,2,3,8,
1645,104,LS 0702HP,Legend Seeds,0.7,CN,"YP Pro, Preside, Quickroots",sulf,2,1645,2,3,8,
1646,105,LS 0990HP,Legend Seeds,0.9,CN,None,sulf,2,1646,2,3,8,
1654,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",sulf,2,1654,2,3,8,
1656,115,LS 17C930N,Legend Seeds,1.7,CN,None,sulf,2,1656,2,3,8,
1659,118,LS 20X963N,Legend Seeds,2,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1659,2,3,8,
1661,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",sulf,2,1661,2,3,8,
1666,125,LS 25X924N,Legend Seeds,2.5,RR2X,"YP Pro, Preside, Quickroots",sulf,2,1666,2,3,8,
1667,126,LS 27R524N,Legend Seeds,2.7,RR2Y,"YP Pro, Preside, Quickroots",sulf,2,1667,2,3,8,
1696,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",sulf,2,1696,2,3,8,
1719,178,ER18090,ProHarvest ,0.9,RR2Y,"CruiserMaxx, Vibrance",sulf,2,1719,2,3,8,
1721,180,1484CR2Y,ProHarvest ,1.4,RR2Y,"CruiserMaxx, Vibrance",sulf,2,1721,2,3,8,
1722,181,ER17141,ProHarvest ,1.4,RR2Y,None,sulf,2,1722,2,3,8,
1729,189,RS089NX,Renk,0.8,RR2X,CruiserMaxx,sulf,2,1729,2,3,8,
1732,192,RS153NR2,Renk,1.5,RR2Y,CruiserMaxx,sulf,2,1732,2,3,8,
1735,195,RS207NX,Renk,2,RR2X,CruiserMaxx,sulf,2,1735,2,3,8,
1736,196,RS219NX,Renk,2.1,RR2X,CruiserMaxx,sulf,2,1736,2,3,8,
1747,208,X12BB22,Stine,1.1,BGT,RightStart FI,sulf,2,1747,2,3,8,
1748,209,19BA23,Stine,1.9,BGT,Stine XP F,sulf,2,1748,2,3,8,
1751,212,2138GT,Tracy,2.1,BGT,"Intego Suite, N Force",sulf,2,1751,2,3,8,
1752,213,2308GT,Tracy,2.3,GT,"Intego Suite, N Force",sulf,2,1752,2,3,8,
1754,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",sulf,2,1754,2,3,8,
1758,219,2018N,Viking,2,CN,CruiserMaxx,sulf,2,1758,2,3,8,
1759,220,2155N,Viking,2.1,CN,CruiserMaxx,sulf,2,1759,2,3,8,
1760,221,2188AT12N,Viking,2.4,CN,CruiserMaxx,sulf,2,1760,2,3,8,
1764,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,2,1764,2,3,8,
1767,228,SVX 18T10,PROSeeds,1.5,CN,CruiserMaxx,sulf,2,1767,2,3,8,
1768,229,SVX 18T12,PROSeeds,1.6,CN,CruiserMaxx,sulf,2,1768,2,3,8,
1775,12,AG04X9,Asgrow,0.4,RR2X,Acceleron F/I,sulf,3,1775,2,3,8,
1777,14,AG08X8,Asgrow,0.8,RR2X,Acceleron F/I,sulf,3,1777,2,3,8,
1779,16,AG14X8,Asgrow,1.4,RR2X,Acceleron F/I,sulf,3,1779,2,3,8,
1781,18,AG19X8,Asgrow,1.9,RR2X,Acceleron F/I,sulf,3,1781,2,3,8,
1782,19,AG20X9,Asgrow,2,RR2X,Acceleron F/I,sulf,3,1782,2,3,8,
1789,27,BG8210RR2X,BioGene,2.1,RR2X,Arma,sulf,3,1789,2,3,8,
1800,38,DSR-0807/R2Y,Dairyland,0.8,RR2Y,"CruiserMaxx, Optimize",sulf,3,1800,2,3,8,
1802,40,DSR-1120/R2Y,Dairyland,1.1,RR2Y,"CruiserMaxx, Optimize",sulf,3,1802,2,3,8,
1803,41,DSR-1313/R2Y,Dairyland,1.3,RR2Y,"CruiserMaxx, Optimize",sulf,3,1803,2,3,8,
1804,42,DSR-1475/R2Y,Dairyland,1.4,RR2Y,"CruiserMaxx, Optimize",sulf,3,1804,2,3,8,
1805,43,DSR-1526/R2Y,Dairyland,1.5,RR2Y,"CruiserMaxx, Optimize",sulf,3,1805,2,3,8,
1807,45,DSR-1870/R2Y,Dairyland,1.8,RR2Y,"CruiserMaxx, Optimize",sulf,3,1807,2,3,8,
1814,52,SX18814XT,Dyna-Gro,1.4,RR2X,"Equity VIP, Clariva",sulf,3,1814,2,3,8,
1819,57,S23XT78,Dyna-Gro,2.3,RR2X,"Equity VIP, Clariva",sulf,3,1819,2,3,8,
1857,95,LS-0738N RR2X,Legacy Seeds,0.7,RR2X,"L-Coat Total, Excalibre",sulf,3,1857,2,3,8,
1862,100,LS-1838N RR2X,Legacy Seeds,1.8,RR2X,"L-Coat Total, Excalibre",sulf,3,1862,2,3,8,
1864,102,LS-2339N RR2X,Legacy Seeds,2.3,RR2X,"L-Coat Total, Excalibre",sulf,3,1864,2,3,8,
1865,103,LS 0380HP,Legend Seeds,0.3,CN,"YP Pro, Preside, Quickroots",sulf,3,1865,2,3,8,
1882,120,LS 21C964N,Legend Seeds,2.1,CN,"YP Pro, Preside, Quickroots",sulf,3,1882,2,3,8,
1883,121,LS 23X920N,Legend Seeds,2.3,RR2X,"YP Pro, Preside, Quickroots",sulf,3,1883,2,3,8,
1886,124,LS 2580NHP,Legend Seeds,2.5,CN,None,sulf,3,1886,2,3,8,
1909,147,8107R2Y,Munson,1,RR2Y,Intego Suite,sulf,3,1909,2,3,8,
1913,151,8196R2Y,Munson,1.9,RR2Y,Intego Suite,sulf,3,1913,2,3,8,
1917,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",sulf,3,1917,2,3,8,
1925,163,S21-W8X Brand,NK ,2.1,RR2X,"Clariva Complete, Mertect",sulf,3,1925,2,3,8,
1940,178,ER18090,ProHarvest ,0.9,RR2Y,"CruiserMaxx, Vibrance",sulf,3,1940,2,3,8,
1949,188,RS084NR2,Renk,0.8,RR2Y,CruiserMaxx,sulf,3,1949,2,3,8,
1950,189,RS089NX,Renk,0.8,RR2X,CruiserMaxx,sulf,3,1950,2,3,8,
1951,190,RS096NR2,Renk,0.9,RR2Y,CruiserMaxx,sulf,3,1951,2,3,8,
1952,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,sulf,3,1952,2,3,8,
1953,192,RS153NR2,Renk,1.5,RR2Y,CruiserMaxx,sulf,3,1953,2,3,8,
1956,195,RS207NX,Renk,2,RR2X,CruiserMaxx,sulf,3,1956,2,3,8,
1958,197,RS239NX,Renk,2.3,RR2X,CruiserMaxx,sulf,3,1958,2,3,8,
1960,199,RS248NX,Renk,2.4,RR2X,CruiserMaxx,sulf,3,1960,2,3,8,
1961,200,RS269NX,Renk,2.6,RR2X,CruiserMaxx,sulf,3,1961,2,3,8,
1963,202,SB0718,SB&B,0.8,CN,None,sulf,3,1963,2,3,8,
1965,204,SB1270,SB&B,1.2,CN,None,sulf,3,1965,2,3,8,
1970,210,0900GT,Tracy,0.9,GT,"Intego Suite, N Force",sulf,3,1970,2,3,8,
1979,219,2018N,Viking,2,CN,CruiserMaxx,sulf,3,1979,2,3,8,
1982,222,O.2518N,Viking,2.5,CN,None,sulf,3,1982,2,3,8,
1984,224,SVX 18T05,PROSeeds,0.7,CN,CruiserMaxx,sulf,3,1984,2,3,8,
1985,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,sulf,3,1985,2,3,8,
1987,227,SVX 18T09,PROSeeds,1.5,CN,CruiserMaxx,sulf,3,1987,2,3,8,
1989,229,SVX 18T12,PROSeeds,1.6,CN,CruiserMaxx,sulf,3,1989,2,3,8,
25,31,CB24X64,Cornelius,2.4,RR2X,Profit Guard Plus,ctrl,1,25,1,1,8,yes
27,33,CB26X67,Cornelius,2.6,RR2X,Profit Guard Plus,ctrl,1,27,1,1,8,yes
55,61,F0990N R2X,Federal Hybrids,0.9,RR2X,Maximum ArmourGuard,ctrl,1,55,1,1,8,no
60,66,HS 16X80,FS HiSOY,1.6,RR2X,"Acceleron, Cue, IleVO",ctrl,1,60,1,1,8,yes
75,81,236LL,Hughes ,2.3,LL,"EverGol Energy, Gaucho, ILeVO",ctrl,1,75,1,1,8,yes
77,83,1071R2X,Jung,0.7,RR2X,Acceleron F/I,ctrl,1,77,1,1,8,no
93,99,LS-1639N RR2X,Legacy Seeds,1.6,RR2X,"L-Coat Total, Excalibre",ctrl,1,93,1,1,8,no
117,123,LS 24X842N,Legend Seeds,2.4,RR2X,"YP Pro, Preside, Quickroots",ctrl,1,117,1,1,8,no
130,136,LGS1635RX,LG Seeds,1.6,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,130,1,1,8,no
136,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,136,1,1,8,no
137,143,LGS2680RX,LG Seeds,2.6,RR2X,"AgriSheild F/I, ILeVO",ctrl,1,137,1,1,8,yes
145,151,8196R2Y,Munson,1.9,RR2Y,Intego Suite,ctrl,1,145,1,1,8,no
151,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",ctrl,1,151,1,1,8,no
153,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",ctrl,1,153,1,1,8,no
161,167,6097R2 ,NuTech,0.9,RR2Y,SmartCote Supreme,ctrl,1,161,1,1,8,yes
180,187,Dane,Public,1.5,CN,None,ctrl,1,180,1,1,8,no
184,191,RS149NX,Renk,1.4,RR2X,CruiserMaxx,ctrl,1,184,1,1,8,no
191,198,RS241R2,Renk,2.4,RR2Y,CruiserMaxx,ctrl,1,191,1,1,8,no
207,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",ctrl,1,207,1,1,8,no
217,225,SVX 18T07,PROSeeds,1,CN,CruiserMaxx,ctrl,1,217,1,1,8,no
220,228,SVX 18T10,PROSeeds,1.5,CN,CruiserMaxx,ctrl,1,220,1,1,8,no
223,3,G1850RX,AgriGold ,1.8,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,223,1,1,8,no
247,32,CB26R30,Cornelius,2.6,RR2Y,Profit Guard Plus,ctrl,2,247,1,1,8,yes
268,53,SX18716XT,Dyna-Gro,1.6,RR2X,"Equity VIP, Clariva",ctrl,2,268,1,1,8,no
282,67,HS 18X70,FS HiSOY,1.8,RR2X,"Acceleron, Cue, IleVO",ctrl,2,282,1,1,8,yes
283,68,HS 21X70,FS HiSOY,2.1,RR2X,"Acceleron, Cue, IleVO",ctrl,2,283,1,1,8,yes
306,91,1213R2X,Jung,2.1,RR2X,Acceleron F/I,ctrl,2,306,1,1,8,no
312,97,LS-1138N RR2X,Legacy Seeds,1.1,RR2X,"L-Coat Total, Excalibre",ctrl,2,312,1,1,8,no
327,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",ctrl,2,327,1,1,8,no
328,207,LS 1527LLN,Legend Seeds,1.5,LL,"YP Pro, Preside, Quickroots",ctrl,2,328,1,1,8,no
331,116,LS 18X860N,Legend Seeds,1.8,RR2X,"YP Pro, Preside, Quickroots",ctrl,2,331,1,1,8,no
339,124,LS 2580NHP,Legend Seeds,2.5,CN,None,ctrl,2,339,1,1,8,no
347,132,C0850R2,LG Seeds,0.8,RR2Y,"AgriSheild F/I, ILeVO",ctrl,2,347,1,1,8,no
350,135,C1428R2,LG Seeds,1.4,RR2Y,"AgriSheild F/I, ILeVO",ctrl,2,350,1,1,8,no
351,136,LGS1635RX,LG Seeds,1.6,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,351,1,1,8,no
353,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,2,353,1,1,8,yes
355,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,2,355,1,1,8,no
356,141,LGS2239RX,LG Seeds,2.2,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,356,1,1,8,yes
360,145,C2888RX,LG Seeds,2.8,RR2X,"AgriSheild F/I, ILeVO",ctrl,2,360,1,1,8,no
367,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,ctrl,2,367,1,1,8,no
370,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",ctrl,2,370,1,1,8,no
372,157,S10-H7X Brand ,NK ,1,RR2X,"Clariva Complete, Mertect",ctrl,2,372,1,1,8,no
376,161,S20-J5X Brand,NK ,2,RR2X,"Clariva Complete, Mertect",ctrl,2,376,1,1,8,no
379,164,S25-B6X Brand ,NK ,2.5,RR2X,"Clariva Complete, Mertect",ctrl,2,379,1,1,8,no
380,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",ctrl,2,380,1,1,8,no
384,169,7198,NuTech,1.9,GT,SmartCote Supreme,ctrl,2,384,1,1,8,yes
390,175,O'SOY2500GT,O'Brien,2.5,GT,EclipseUS Trio IM,ctrl,2,390,1,1,8,no
399,184,2152CR2Y,ProHarvest ,2.1,RR2Y,"CruiserMaxx, Vibrance",ctrl,2,399,1,1,8,no
417,203,SB90,SB&B,1.1,CN,None,ctrl,2,417,1,1,8,no
427,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",ctrl,2,427,1,1,8,no
428,215,2938GT,Tracy,2.9,BGT,"Intego Suite, N Force",ctrl,2,428,1,1,8,no
461,25,BG7141R2Y,BioGene,1.4,RR2Y,Arma,ctrl,3,461,1,1,8,no
470,34,CB27X81,Cornelius,2.7,RR2X,Profit Guard Plus,ctrl,3,470,1,1,8,yes
471,35,CB28R58,Cornelius,2.8,RR2Y,Profit Guard Plus,ctrl,3,471,1,1,8,no
477,41,DSR-1313/R2Y,Dairyland,1.3,RR2Y,"CruiserMaxx, Optimize",ctrl,3,477,1,1,8,no
486,50,DSR-2909/R2Y,Dairyland,2.9,RR2Y,"CruiserMaxx, Optimize",ctrl,3,486,1,1,8,no
506,70,HS 23X70,FS HiSOY,2.3,RR2X,"Acceleron, Cue, IleVO",ctrl,3,506,1,1,8,yes
520,84,1091R2X,Jung,0.9,RR2X,Acceleron F/I,ctrl,3,520,1,1,8,no
522,86,1142R2X,Jung,1.4,RR2X,Acceleron F/I,ctrl,3,522,1,1,8,no
528,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,ctrl,3,528,1,1,8,no
542,106,LS 1172LLN,Legend Seeds,1.1,LL,"YP Pro, Preside, Quickroots",ctrl,3,542,1,1,8,no
543,107,LS 11R760N,Legend Seeds,1.1,RR2Y,"YP Pro, Preside, Quickroots",ctrl,3,543,1,1,8,no
547,111,LS 14R22N,Legend Seeds,1.4,RR2Y,"YP Pro, Preside, Quickroots",ctrl,3,547,1,1,8,no
548,112,LS14C953N,Legend Seeds,1.4,CN,"YP Pro, Preside, Quickroots",ctrl,3,548,1,1,8,no
558,122,LS 24C756N,Legend Seeds,2.4,CN,"YP Pro, Preside, Quickroots",ctrl,3,558,1,1,8,no
564,128,LS 28C726N,Legend Seeds,2.8,CN,"YP Pro, Preside, Quickroots",ctrl,3,564,1,1,8,no
565,129,LS 28X840N,Legend Seeds,2.8,RR2X,"YP Pro, Preside, Quickroots",ctrl,3,565,1,1,8,no
566,130,LS 29X952N,Legend Seeds,2.9,RR2X,"YP Pro, Preside, Quickroots",ctrl,3,566,1,1,8,no
567,131,LGS0774RX,LG Seeds,0.7,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,567,1,1,8,no
568,132,C0850R2,LG Seeds,0.8,RR2Y,"AgriSheild F/I, ILeVO",ctrl,3,568,1,1,8,no
570,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,570,1,1,8,yes
574,138,C2020R2,LG Seeds,2,RR2Y,"AgriSheild F/I, ILeVO",ctrl,3,574,1,1,8,yes
578,142,LGS2444RX,LG Seeds,2.4,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,578,1,1,8,no
581,145,C2888RX,LG Seeds,2.8,RR2X,"AgriSheild F/I, ILeVO",ctrl,3,581,1,1,8,no
588,152,9229RR2X,Munson,2.2,RR2X,Intego Suite,ctrl,3,588,1,1,8,yes
589,153,8247R2Y,Munson,2.4,RR2Y,Intego Suite,ctrl,3,589,1,1,8,no
590,154,9258RR2X,Munson,2.5,RR2X,Intego Suite,ctrl,3,590,1,1,8,no
591,155,S07-Q4X Brand,NK ,0.7,RR2X,"Clariva Complete, Mertect",ctrl,3,591,1,1,8,no
594,158,S14-B2X Brand,NK ,1.4,RR2X,"Clariva Complete, Mertect",ctrl,3,594,1,1,8,no
595,159,S18-G4X Brand ,NK ,1.8,RR2X,"Clariva Complete, Mertect",ctrl,3,595,1,1,8,no
596,160,S18-H3X Brand,NK ,1.8,RR2X,"Clariva Complete, Mertect",ctrl,3,596,1,1,8,no
598,162,S20-T6 Brand,NK ,2,RR2Y,"Clariva Complete, Mertect",ctrl,3,598,1,1,8,no
599,163,S21-W8X Brand,NK ,2.1,RR2X,"Clariva Complete, Mertect",ctrl,3,599,1,1,8,no
601,165,S27-M8X Brand,NK ,2.8,RR2X,"Clariva Complete, Mertect",ctrl,3,601,1,1,8,no
609,173,O'SOY1901GT,O'Brien,1.9,GT,EclipseUS Trio IM,ctrl,3,609,1,1,8,yes
633,198,RS241R2,Renk,2.4,RR2Y,CruiserMaxx,ctrl,3,633,1,1,8,no
643,209,19BA23,Stine,1.9,BGT,Stine XP F,ctrl,3,643,1,1,8,no
648,214,2808GT,Tracy,2.8,GT,"Intego Suite, N Force",ctrl,3,648,1,1,8,no
650,216,1218N,Viking,1.2,CN,None,ctrl,3,650,1,1,8,no
652,218,1518N,Viking,1.5,CN,None,ctrl,3,652,1,1,8,no
653,219,2018N,Viking,2,CN,CruiserMaxx,ctrl,3,653,1,1,8,no
661,227,SVX 18T09,PROSeeds,1.5,CN,CruiserMaxx,ctrl,3,661,1,1,8,no
1488,168,7144,NuTech,1.4,GT,SmartCote Supreme,sulf,1,1488,1,1,8,yes
1492,172,7253,NuTech,2.5,GT,SmartCote Supreme,sulf,1,1492,1,1,8,no
1409,89,1182R2X,Jung,1.8,RR2X,Acceleron F/I,sulf,1,1409,1,1,8,no
1410,90,1203R2X,Jung,2,RR2X,Acceleron F/I,sulf,1,1410,1,1,8,no
1412,92,1223R2X,Jung,2.2,RR2X,Acceleron F/I,sulf,1,1412,1,1,8,no
1500,180,1484CR2Y,ProHarvest ,1.4,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1500,1,1,8,no
1503,183,1863CR2Y,ProHarvest ,1.8,RR2Y,"CruiserMaxx, Vibrance",sulf,1,1503,1,1,8,no
1529,211,2008GT,Tracy,2,GT,"Intego Suite, N Force",sulf,1,1529,1,1,8,no
1530,212,2138GT,Tracy,2.1,BGT,"Intego Suite, N Force",sulf,1,1530,1,1,8,no
1538,220,2155N,Viking,2.1,CN,CruiserMaxx,sulf,1,1538,1,1,8,no
1539,221,2188AT12N,Viking,2.4,CN,CruiserMaxx,sulf,1,1539,1,1,8,no
1491,171,7239X,NuTech,2.3,RR2X,SmartCote Supreme,sulf,1,1491,1,1,8,no
1466,146,8087R2Y,Munson,0.8,RR2Y,Intego Suite,sulf,1,1466,1,1,8,no
1468,148,8146R2Y,Munson,1.4,RR2Y,Intego Suite,sulf,1,1468,1,1,8,no
1333,12,AG04X9,Asgrow,0.4,RR2X,Acceleron F/I,sulf,1,1333,1,1,8,no
1334,13,AG05X9,Asgrow,0.5,RR2X,Acceleron F/I,sulf,1,1334,1,1,8,no
1339,18,AG19X8,Asgrow,1.9,RR2X,Acceleron F/I,sulf,1,1339,1,1,8,no
1340,19,AG20X9,Asgrow,2,RR2X,Acceleron F/I,sulf,1,1340,1,1,8,no
1344,24,BG7110R2Y,BioGene,1.1,RR2Y,Arma,sulf,1,1344,1,1,8,no
1347,27,BG8210RR2X,BioGene,2.1,RR2X,Arma,sulf,1,1347,1,1,8,no
1454,134,C1414RX,LG Seeds,1.4,RR2X,"AgriSheild F/I, ILeVO",sulf,1,1454,1,1,8,yes
1460,140,C2255R2,LG Seeds,2.2,RR2Y,"AgriSheild F/I, ILeVO",sulf,1,1460,1,1,8,yes
