Entry,Run ,Rate1,Rate2,Rate3,IllevoInjury
1697,1,5,7,.,
1698,1,7,.,.,
1699,1,7,8,.,
1700,1,6,6,5,
1701,1,4,4,7,
1702,1,9,8,8,
1703,1,6,6,6,
1704,1,8,9,9,
1705,1,5,5,5,
1706,1,8,8,8,
1707,1,5,5,8,
1708,1,7,7,7,
1709,1,5,7,.,yes
1710,1,7,7,7,yes
1711,1,4,5,6,yes
1712,1,5,7,7,
1713,1,7,7,.,yes
1714,1,4,6,.,yes
1715,1,.,.,.,
1716,1,7,7,7,
1717,1,4,5,7,yes
1718,1,6,8,8,yes
1719,1,8,9,9,
1720,1,4,8,.,
1721,1,4,7,.,
1722,1,8,9,.,
1723,1,8,.,.,
1724,1,8,8,.,
1725,1,.,.,.,
1726,1,8,.,.,
1727,1,4,5,5,
1728,1,7,8,8,
1729,1,3,7,.,
1730,1,4,6,.,
1731,1,9,.,.,
1732,1,8,9,9,
1733,1,9,9,7,
1734,1,8,.,.,
1735,1,8,5,.,
1736,1,,,,
1737,1,5,5,8,
1738,1,8,9,.,
1739,1,8,7,7,
1740,1,9,9,.,
1741,1,6,6,.,
1742,1,8,8,.,
1743,1,8,9,.,
1744,1,8,.,.,
1745,1,8,7,6,
1746,1,.,.,.,
1747,1,9,9,.,
1748,1,9,.,.,
1749,1,7,.,.,
1750,1,4,6,7,
1751,1,8,.,.,
1752,1,4,.,.,
1753,1,7,.,.,
1754,1,6,6,.,
1755,1,6,.,.,
1756,1,8,8,8,
1757,1,7,8,8,
1758,1,8,8,4,
1759,1,9,9,6,
1760,1,5,8,.,
1761,1,8,8,7,
1762,1,8,8,7,
1763,1,1,9,9,
1764,1,8,.,.,
1765,1,8,8,8,
1766,1,8,.,.,
1767,1,5,5,6,
1768,1,8,8,9,
1769,1,8,8,.,
1770,1,6,7,7,yes
1771,1,7,7,7,yes
1772,1,8,4,.,yes
1773,1,6,7,7,
1774,1,8,6,6,yes
1775,1,9,9,9,
1776,1,8,8,8,
1777,1,9,9,9,
1778,1,8,8,8,
1779,1,8,8,7,
1780,1,8,8,4,
1781,1,8,8,8,
1782,1,7,8,8,
1783,1,6,6,.,
1784,1,.,.,.,
1785,1,4,4,.,
1786,1,2,7,.,
1787,1,8,8,8,
1788,1,8,8,8,
1789,1,7,7,7,
1790,1,8,8,7,yes
1791,1,5,6,7,yes
1792,1,6,8,8,
1793,1,8,8,7,yes
1794,1,6,8,.,yes
1795,1,5,8,8,
1796,1,6,5,5,
1797,1,9,8,.,
1798,1,6,6,.,yes
1799,1,5,7,7,yes
1800,1,8,8,8,
1801,1,9,9,4,
1802,1,9,9,.,
1803,1,4,8,8,
1804,1,4,8,8,
1805,1,9,9,9,
1806,1,9,9,9,
1807,1,5,6,.,
1808,1,8,9,9,
1809,1,.,.,.,
1810,1,6,6,.,
1811,1,.,.,.,
1812,1,4,7,.,
1813,1,1,1,.,
1814,1,4,4,.,
1815,1,8,8,.,
1816,1,8,8,5,
1817,1,6,6,.,
1818,1,8,.,.,
1819,1,4,6,.,
1820,1,4,.,.,
1821,1,8,.,.,
1822,1,5,6,.,
1823,1,1,7,.,
1824,1,8,8,7,
1825,1,6,7,.,
1826,1,8,.,.,
1827,1,8,.,.,
1828,1,4,.,.,yes
1829,1,7,7,7,
1830,1,7,7,7,
1831,1,4,7,.,
1832,1,3,4,5,
1833,1,7,8,.,
1834,1,7,7,.,yes
1835,1,6,6,7,
1836,1,7,7,7,
1837,1,9,8,.,
1838,1,1,8,.,
1839,1,8,8,.,
1840,1,9,9,.,
1841,1,6,6,.,
1842,1,2,.,.,
1843,1,8,.,.,
1844,1,6,.,.,
1845,1,,,,
1846,1,6,8,.,
1847,1,5,5,8,
1848,1,9,9,9,
1849,1,8,8,.,
1850,1,8,8,,
1851,1,8,8,.,
1852,1,8,,8,
1853,1,8,8,.,
1854,1,6,5,8,
1855,1,8,8,5,
1856,1,9,9,8,
1857,1,8,6,4,
1858,1,9,7,.,
1859,1,9,9,.,
1860,1,5,7,.,
1861,1,8,8,7,
1862,1,9,.,.,
1863,1,9,8,.,
1864,1,8,9,6,
1865,1,8,7,.,
1866,1,9,9,.,
1867,1,8,.,8,
1868,1,7,7,.,
1869,1,9,.,7,
1870,1,4,.,.,
1871,1,5,.,.,
1872,1,7,7,.,
1873,1,4,4,.,
1874,1,8,.,5,
1875,1,8,.,.,
1876,1,5,.,.,
1877,1,8,9,.,
1878,1,8,8,9,
1879,1,5,7,8,
1880,1,6,8,.,
1881,1,1,.,.,
1882,1,.,.,.,
1883,1,5,.,.,
1884,1,.,.,.,
1885,1,6,7,.,
1886,1,7,8,8,
1887,1,8,.,.,
1888,1,.,.,.,
1889,1,5,3,9,
1890,1,5,7,7,
1891,1,7,7,.,
1892,1,4,4,.,
1893,1,4,5,7,
1894,1,7,.,.,
1895,1,7,6,.,
1896,1,4,7,.,
1897,1,7,7,6,yes
1898,1,7,7,.,
1899,1,6,6,.,
1900,1,6,7,6,yes
1901,1,9,7,.,
1902,1,8,8,.,yes
1903,1,7,7,7,
1904,1,5,5,6,
1905,1,.,,,
1906,1,4,4,5,
1907,1,5,5,4,
1908,1,8,8,7,
1909,1,8,9,.,
1910,1,8,9,9,
1911,1,9,8,.,
1912,1,.,.,.,
1913,1,8,7,.,
1914,1,7,.,.,
1915,1,.,.,.,
1916,1,8,8,.,
1917,1,.,.,.,
1918,1,3,.,.,
1919,1,4,8,.,
1920,1,9,9,9,
1921,1,6,7,.,
1922,1,8,9,.,
1923,1,8,.,.,
1924,1,8,8,.,
1925,1,9,9,.,
1926,1,10,9,8,
1927,1,4,.,.,
1928,1,4,5,6,
1929,1,8,8,6,yes
1930,1,7,8,.,yes
1931,1,4,6,.,
1932,1,4,7,7,yes
1933,1,5,5,5,yes
1934,1,4,5,.,yes
1935,1,7,.,.,
1936,1,1,.,,
1937,1,8,9,.,
1938,1,8,8,7,yes
1939,1,7,7,7,yes
1940,1,9,9,9,
1941,1,9,9,8,
1942,1,9,9,.,
1943,1,9,9,.,
1944,1,8,.,.,
1945,1,9,.,.,
1946,1,5,6,6,
1947,1,6,4,.,
1948,1,6,7,.,
1949,1,8,7,.,
1950,1,8,8,6,
1951,1,9,5,.,
1952,1,6,8,.,
1953,1,4,8,.,
1954,1,8,.,.,
1955,1,9,9,.,
1956,1,8,8,.,
1957,1,8,.,.,
1958,1,9,8,4,
1959,1,4,8,8,
1960,1,9,8,.,
1961,1,8,8,.,
1962,1,5,6,.,
1963,1,8,8,7,
1964,1,9,9,8,
1965,1,.,.,.,
1966,1,6,6,7,
1967,1,.,.,.,
1968,1,7,7,.,
1969,1,4,8,.,
1970,1,8,.,.,
1971,1,8,.,.,
1972,1,1,.,.,
1973,1,8,.,.,
1974,1,6,.,.,
1975,1,6,.,.,
1976,1,7,.,.,
1977,1,8,8,.,
1978,1,8,9,.,
1979,1,9,9,.,
1980,1,5,8,8,
1981,1,9,8,.,
1982,1,8,8,.,
1983,1,8,8,8,
1984,1,9,.,.,
1985,1,5,.,.,
1986,1,9,.,.,
1987,1,7,8,7,
1988,1,5,5,6,
1989,1,9,9,.,
